text,label,clean_text
im sad i feel that every heartbroken song was written just for me,0,sad feel every heartbroken song write
i don t want people to feel offended by that request it could be viewed as too forward,3,want people feel offended request could view forward
i tend to come away feeling insulted by books that deny them,3,tend come away feeling insult book deny
i need to feel my ears agonized by the high treble of a guitar amp turned all the way up,0,need feel ear agonize high treble guitar amp turn way
i spent a while in here otherwise i was in my room reading and working in the feeling good handbook or making notes on how to further keep my anger under control once i was discharged,1,spend otherwise room read work feeling good handbook make note keep anger control discharge
i feel absolutely defeated socially,0,feel absolutely defeat socially
i was feeling rather playful last night as well,1,feel rather playful last night well
i love the latter for their smooth feel and delicious flavours not to mention their awesome glossy appearance,1,love latter smooth feel delicious flavour mention awesome glossy appearance
i feel like i am a little ungrateful but i love my home and sometimes getting away is a great way to remind you how much you love the life you have,0,feel like little ungrateful love home sometimes get away great way remind much love life
i know is that by the end of the reception i was feeling a little left out so when chris asked me to dance i was thrilled to accept,1,know end reception feel little leave chris ask dance thrill accept
i never kissed a guy because every time i d try i d freak out and feel disgusted,3,never kiss guy every time try freak feel disgusted
i feel doomed for wanting to get a doctorate of something besides medicine,0,feel doomed want get doctorate something besides medicine
i feel as if i had an unfortunate run in with tyler durden and his fight club,0,feel unfortunate run tyler durden fight club
i always end up crying and feeling so hurt like its the end of the world,0,always end cry feel hurt like end world
i am feeling something ive never ever felt before and its unpleasantly pleasant,1,feel something never ever feel unpleasantly pleasant
i use the noticer to discover the source of my feelings it allows me to understand and realize that there is no solution for these past feelings i am grappling with only compassionate awareness,2,use noticer discover source feeling allow understand realize solution past feeling grapple compassionate awareness
i started to feel that irritated feeling,3,start feel irritated feeling
i feel sort of appreciative,1,feel sort appreciative
im so afraid that i will fuck it up like i did with phil but im at the perfect time in my life and this feels so much more flawless,1,afraid fuck like phil perfect time life feel much flawless
i feel divine original mix,1,feel divine original mix
i started university at the age of and although it was incredibly nerve racking i feel organised and determined which is a far cry from the jess of years ago or maybe even for that matter,1,start university age although incredibly nerve racking feel organised determine far cry jess year ago maybe even matter
i prove myself wrong here i am feeling ugly because i made no attempt to get out of my sleeping clothes oh and my eyebrows,0,prove wrong feel ugly make attempt get sleeping clothe oh eyebrow
i just hope we can help him feel less afraid and more supported and loved,4,hope help feel less afraid support love
i feel lucky on my birthday,1,feel lucky birthday
i am starting to feel a little more welcomed into the sessions,1,start feel little welcome session
im feeling fabulous on friday and friends i would love for you to share with me,1,feel fabulous friday friend would love share
i feel terrible for him but omg,0,feel terrible omg
i refuse to stay in this place we all have moments of feeling exhausted from very hard work and needing some validation in return,0,refuse stay place moment feeling exhausted hard work need validation return
i don t want this to end just like i didn t want the series rock chicks to end but i feel like ka will keep on bringing us amazing stories with wonderful women and sexy men,1,want end like want series rock chick end feel like ka keep bring we amazing story wonderful woman sexy man
i find daunting my feelings soon change to that of wishing to rise to the challenge call it determined or even stubborn,1,find daunt feeling soon change wish rise challenge call determined even stubborn
i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,0,feel like need disclaimer way romanticise shitty aspect pair okay fuck beyond belief summary castiel hold world palm hand
i may feel that i am not precious to others,1,may feel precious other
i have nothing to compare this love to but i feel sure it is a true deep love,1,nothing compare love feel sure true deep love
i got home feeling extremely sleep deprived and spent a week getting caught up on all the different post conference emails and phone calls not to mention sleep and laundry,0,get home feel extremely sleep deprive spend week get catch different post conference email phone call mention sleep laundry
i really thought that after we had her i would stop feeling pained when i heard about other people getting pregnant,0,really think would stop feel pained hear people get pregnant
i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish,1,feel like addition sweet fresh corn really add touch summer otherwise heavy fall dish
i like earreading audiobooks so much because they make me feel productive by getting reading done while im doing other things like driving,1,like earreade audiobook much make feel productive get reading do thing like drive
i almost always feel fantastic after i exercise so i recommend doing it every day if you can,1,almost always feel fantastic exercise recommend every day
i am feeling that bitter sweetness that comes from a deep recess in my soul,3,feel bitter sweetness come deep recess soul
i know it s weird to see me call something review i feel weird saying it myself but i digress,4,know weird see call something review feel weird say digress
i feel so appreciative to have their support,1,feel appreciative support
i was feeling super lazy too,1,feel super lazy
i recently attended a presentation by kingdom bank zimbabwe they are doing a series of road shows in and around zimbabwe i feel they are basically trying to get zimbabweans back into trusting the bank to some degree at least,1,recently attend presentation kingdom bank zimbabwe series road show around zimbabwe feel basically try get zimbabwean back trust bank degree least
i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,0,still can not make long half hour office feel awful someone drive home feel perfectly fine sit butt couch day
i feel beaten and bruised from their harshness and wearied by their relentlessness,0,feel beat bruise harshness weary relentlessness
i feel like it is cool for now but we wonder when fabolous plans to release his long awaited losos way rise to power album,1,feel like cool wonder fabolous plan release long await loso way rise power album
im feeling really lethargic and weird today,0,feel really lethargic weird today
i feel somewhat hopeful about things,1,feel somewhat hopeful thing
i thought it was nice so i left feeling pretty satisfied with the cafe,1,think nice leave feel pretty satisfied cafe
i feel extremely proud to live in a country where i can help to decide how i want my country run,1,feel extremely proud live country help decide want country run
i like to feel that is exactly what i do for my beloved graham,2,like feel exactly beloved graham
i feel like they are a second family and they all are so supportive and love little miss rylin,2,feel like second family supportive love little miss rylin
i really do feel unfortunate for the person who has to carrry me,0,really feel unfortunate person carrry
i do feel a bit guilty about the mean things ive said about jahmene as i heard his brother committed suicide so i think that abuse by their dad must have been pretty hardcore,0,feel bit guilty mean thing say jahmene hear brother commit suicide think abuse dad must pretty hardcore
i also feel hopeful when contacted by new congregations and then devastated when they choose another,1,also feel hopeful contact new congregation devastate choose another
i want to feel admired and loved,2,want feel admired love
i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,4,get feeling not really want talk hesitant
i feel like the proud parent who gets to see both kids go off to school together hand in hand and not be separated,1,feel like proud parent get see kid go school together hand hand separate
i have so many bright little faces burned into my memory the kids who made my life feel worthwhile who made me feel glad that i had decided to apply to this program and who made the really difficult days worth it,1,many bright little face burn memory kid make life feel worthwhile make feel glad decide apply program make really difficult day worth
i can pick at my skin for a while and make myself feel terrible and then when i feel bad enough that i need to make myself feel better i can stop and theres the illusion of released pressure,0,pick skin make feel terrible feel bad enough need make feel well stop illusion release pressure
i feel so honored that we could be a part of that fundraiser they did very well i am told and we hope to return another time,1,feel honored could part fundraiser well tell hope return another time
i feel ugly i mean i m being calle,0,feel ugly mean calle
i am feeling festive and in the mood to give a gift,1,feel festive mood give gift
i will say that i am satisfied with my draw and feel that it is a perfect fit,1,say satisfied draw feel perfect fit
i feel like this is going to be a terrific summer,1,feel like go terrific summer
i can feel my life is the most wonderful,1,feel life wonderful
i feel hated by,3,feel hate
i had a blister the size of a quarter on my right foot so i wore my flip flops feeling badly about it until we got there and saw how casual the atmosphere was,1,blister size quarter right foot wear flip flop feel badly get see casual atmosphere
i started this blog is because i was desperately lonely and i wanted someone to know how i was feeling all of the ugly thoughts and emotions,0,start blog desperately lonely want someone know feel ugly thought emotion
i feel a fearless future,1,feel fearless future
i always feel like im entirely pathetic and needy but those people usually tell me that i was neither just quieter than usual,0,always feel like entirely pathetic needy people usually tell neither quieter usual
im feeling uncharacteristically smug to some extent as my usually unheard of planning has indeed beaten the weather with the toddler possessing a winter coat a polar fleece all in one and fluffy lined snow boots,1,feel uncharacteristically smug extent usually unheard planning indeed beat weather toddler possess winter coat polar fleece one fluffy line snow boot
i wake up feeling all beaten up and i dont feel that way right now im probably going to be tempted to do the lake again,0,wake feel beat not feel way right probably go tempt lake
i know that im carrying an obvious prejudice into all of this because of my own feelings about watching them be repeatedly tortured on this topic,3,know carry obvious prejudice feeling watch repeatedly torture topic
i didnt feel particularly sociable,1,not feel particularly sociable
i feel relaxed energized and im breathing more fully without extra effort,1,feel relaxed energized breathe fully without extra effort
i do feel devastated,0,feel devastated
i really do feel as if i can finally create something lovely in my new room,2,really feel finally create something lovely new room
i have been feeling is any indication on this childs personality then i am petrified,4,feel indication child personality petrify
im feeling agitated again the usual evening mood that is becoming the norm,4,feel agitated usual evening mood become norm
im not as mad and upset as i was on day but i feel scared now,4,mad upset day feel scared
i have noticed more symptoms coming back over sleeping and eating feeling lethargic my temper and doing less around the house,0,notice symptom come back sleep eat feel lethargic temper less around house
i feel kind of strange,4,feel kind strange
i feel so lucky that my parents made a point to take us everywhere and anywhere they could,1,feel lucky parent make point take we everywhere anywhere could
i love more than anyone made me feel like i hated them sooo much but i knew i didnt which really hurt i ened up being a dick and crying for like an hour in front of people which was even more stupid,0,love anyone make feel like hate sooo much know not really hurt ene dick cry like hour front people even stupid
i dont know what i feel he seems sincere,1,not know feel seem sincere
i feel this is the time to mention a fond farewell to one of our longest running sponsors a href http www,2,feel time mention fond farewell one long running sponsor href http www
when my mother was seriously ill and had to be admitted to the hospital,4,mother seriously ill admit hospital
i was reading through our old blog entries the other night feeling nostalgic and missing my boys and i came across our list of projects we had to do before we left,2,read old blog entry night feel nostalgic miss boy come across list project leave
i should be able to head shot someone at the other end of a football field because i feel threatened by them,4,able head shot someone end football field feel threaten
i feel furious about him not leaving,3,feel furious leave
i am a year later heavier than ive ever been i gained back that lbs in the weeks i was pregnant trying to sort out feelings for my troubled marriage missing my hearts dream of dance wondering if ill ever want more kids again and if that makes me a horrible person,0,year later heavy ever gain back lbs week pregnant try sort feeling troubled marriage miss heart dream dance wonder ill ever want kid make horrible person
i love the passion and the feeling of wonderful uncertainty of those teenage years,1,love passion feeling wonderful uncertainty teenage year
i feel like im single handedly supporting the tissue industry at the moment,2,feel like single handedly support tissue industry moment
i am feeling so weepy and emotional still,0,feel weepy emotional still
i feel like this is a dirty confession,0,feel like dirty confession
ive been has been in the seat beside me in an airplane when i feel smug because they have to stop reading when the announcement goes out and my book is still open,1,seat beside airplane feel smug stop read announcement go book still open
i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,3,get platitude well mean folk make feel like bother thing bother
i was cut into feeling pain that shocked me,5,cut feel pain shock
i have learned to not take myself seriously enough to feel humiliated,0,learn take seriously enough feel humiliated
i also began to feel my contractions at a very dull intensity,0,also begin feel contraction dull intensity
i feel insulted that he doesnt know me better than that,3,feel insulted not know well
i kind of feel like he is sincere,1,kind feel like sincere
i love being able to wear track pants in the day time with the cuffs rolled up with anklets and ballet flats i love being ridiculously warm and feeling smug as i see people struggling with bags with their big coats with pockets like these who needs bags,1,love able wear track pant day time cuff roll anklet ballet flat love ridiculously warm feel smug see people struggle bag big coat pocket like need bag
i feel weird when yuuki talks to other girls,4,feel weird yuuki talk girl
i feel especially thankful,1,feel especially thankful
i type this i feel like one of those unfortunate animals that gets caught in washing machines and somehow survives much lighter ragged and half dead,0,type feel like one unfortunate animal get catch washing machine somehow survive much lighter ragged half dead
im feeling a bit mellow this morning,1,feel bit mellow morning
i see that through waiting it out on some of these desires and wrestling through the questions and feelings of purpose i see that god has been faithful and has now made a way for it to happen,1,see wait desire wrestle question feeling purpose see god faithful make way happen
i was feeling very melancholy tonight for reasons i dont want to talk about,0,feel melancholy tonight reason not want talk
i feel so inspired,1,feel inspire
i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors,3,feel cranky cooperative allow sleep relax give opportunity fault body slam boss harass museum visitor
i speak of friends online who drop me from friends lists i feel unloved and disregarded,0,speak friend online drop friend list feel unloved disregard
i also feel like why is what i m going to say going to be important in any way shape or form,1,also feel like go say go important way shape form
i needed with money that i had occasionally made me feel guilty,0,need money occasionally make feel guilty
i think i forgot that and that anyone who didnt feel enriched with me in their life should be welcomed to leave me,1,think forget anyone not feel enriched life welcome leave
im feeling very hopeful about graduating this fall,1,feel hopeful graduate fall
i feel so dull and drowsy all the time,0,feel dull drowsy time
i feel almost embarrassed to be writing its been so long since i have,0,feel almost embarrassed write long since
i feel its a must that i exspress my sincere appriciation for all your efforts,1,feel must exspress sincere appriciation effort
i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate,1,feel well find voice physical body continue deteriorate
i am feeling disappointed at myself for making mistakes or getting frustrated for not knowing a lot of things taryns words would be ringing in my head,0,feel disappointed make mistake get frustrated know lot thing taryns word would ring head
i feel just complain that companies are becoming too rich because of the taxes imposed upon them,1,feel complain company become rich taxis impose upon
i found it to be a deeply moving read and i feel it s a book that should be read twice because there s so much in there you ll discover the second time around which you might ve missed on the first read,0,find deeply move read feel book read twice much discover second time around might miss first read
ive lived too long feeling shitty being picked on and feeling like the odd one out,0,live long feeling shitty pick feel like odd one
i feel like valentines day should about confessing romantic love said jin hee oh an office worker shopping at lotte department store,2,feel like valentine day confess romantic love say jin hee oh office worker shop lotte department store
i feel a little pained but that will probably pass the last illusions of childhood,0,feel little pained probably pass last illusion childhood
i worked very hard on holding my technique when i was tired and i feel sure that it is improving,1,work hard hold technique tired feel sure improve
i feel like were kind of boring,0,feel like kind bore
i guess this is because that im feeling really excited about it,1,guess feel really excited
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,2,feel like washing care lunapad teach certain amount appreciation thing
i feel empty inside iphone wallpaper mobile wallpaper to your wap folder img src http images,0,feel empty inside iphone wallpaper mobile wallpaper wap folder img src http image
i want more than anything is for my kids to feel loved safe and cared for,2,want anything kid feel loved safe care
i need to go and im feeling a longing inside at that point for him,2,need go feel longing inside point
i know beyond a shadow of a doubt that i am loved i feel the most unloved unworthy and rejected ive ever felt,0,know beyond shadow doubt love feel unloved unworthy reject ever feel
i could curse swear be angry be sad be happy be moody etc etc on the things i write just because i feel kinda disturbed with the search queries displayed on the dashboard that containing my name full name blog s name or my usual nickname,0,could curse swear angry sad happy moody etc etc thing write feel kinda disturb search query display dashboard contain name full name blog name usual nickname
i had a feeling you werent very fond of her,2,feeling not fond
i am feeling listless without direction,0,feel listless without direction
i feel reluctant to supply this motion picture a score of stars from,4,feel reluctant supply motion picture score star
ill admit it im bitchy sometimes but i feel as time goes by im getting more bitchy with him than my other relationships that went past the month mark,3,ill admit bitchy sometimes feel time go get bitchy relationship go past month mark
i feel it is always important to have a career plan if i am not aiming towards something then i am not growing and developing new skills,1,feel always important career plan aim towards something grow develop new skill
i had no obligations except the thesis which i didnt do i already started missing something that would make free time feel more valuable,1,obligation except thesis not already start miss something would make free time feel valuable
i just couldnt help feeling a little bit bitter towards his great big happy grin,3,could not help feel little bit bitter towards great big happy grin
i am sitting here feeling a bit grumpy moanday blues anyone else feeling this way too,3,sit feel bit grumpy moanday blue anyone else feel way
i feel ecstatic and happy and now anxious,1,feel ecstatic happy anxious
ive turned it on a bit but its feeling very casual,1,turn bit feeling casual
i feel really greedy wanting all this stuff but my mom asked me to make a list so,3,feel really greedy want stuff mom ask make list
i feel like i m murdering innocent brain cells thinking so hard about all these rather meaningless issues but i really want to maximise the use of weekends during this effed up army phase,1,feel like murder innocent brain cell think hard rather meaningless issue really want maximise use weekend eff army phase
i feel like youre ashamed to be seen with me in public because im bigger than you,0,feel like ashamed see public big
i now regret because i feel they were too positive about mediocre books and i think thats unfair on and detrimental to the books i actually really liked but gave a similar rating or review,1,regret feel positive mediocre book think unfair detrimental book actually really like give similar rating review
i feel so inspired by her motivation and passion that i wanted to share it here with you a href http,1,feel inspire motivation passion want share href http
i was starting to feel somewhat sympathetic toward ms finke,2,start feel somewhat sympathetic toward ms finke
i feel smart yet comfortable in it i feel good when i wear it,1,feel smart yet comfortable feel good wear
i feel very strongly about supporting the brave men and women who sacrifice for our nation said begleiter,2,feel strongly support brave man woman sacrifice nation say begleiter
i am not desperate for a job and don t really feel impressed to go find a job because i have one img src http randythomas,5,desperate job really feel impressed go find job one img src http randythomas
i feel lousy on a daily basis,0,feel lousy daily basis
i feel dirty even admitting that ive seen it much less own it on dvd,0,feel dirty even admit see much less dvd
i couldnt help but feel sincere gratitude for the blessings of the lord in my life and the lives of my children,1,could not help feel sincere gratitude blessing lord life life child
i feel for steve irwins family but it was a tragic accident,0,feel steve irwin family tragic accident
i just have to close my eyes and feel that sweet gentle ache and i know,1,close eye feel sweet gentle ache know
i couldnt help but feel that all these people had missed the best of the day,0,could not help feel people miss good day
im feeling stressed retail therapy is the way,3,feel stressed retail therapy way
when i got my bsc degree with first class,1,get bsc degree first class
i feel like i need to be some tortured soul in order to create words or whatever,4,feel like need torture soul order create word whatever
i want to be extremely amp feel successful again,1,want extremely amp feel successful
i feel like we tortured him that whole time,4,feel like torture whole time
i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,4,may spend last hour feel like tortured soul side sunshine rainbow
im feeling a little apprehensive about this party,4,feel little apprehensive party
i should feel blessed to have but what about me cause i thought i mattered in this situation,1,feel blessed cause think matter situation
i feel like i have doomed myself to failure,0,feel like doom failure
i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,3,much enjoy build air suspense confusion throughout can not help feel dissatisfied ending
i fell for it big time and feel appropriately shamed,0,fall big time feel appropriately shame
i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing,5,tell ya follow norma inspire diet week tomorrow feel amazing
i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,0,write sick mean week feel rotten mean stall novel
i didnt feel any emotional pulls toward anyone except the lord,0,not feel emotional pull toward anyone except lord
i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,1,feel assured food grow organic free pesticide soil water contaminate good we
i feel pretty can you spot my son,1,feel pretty spot son
i heap the guilt on and feel worthless and embarrassed because of my lack of productivity,0,heap guilt feel worthless embarrassed lack productivity
i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,0,enter depression feel helpless hopeless adrift betray disillusioned wonder could trust
ive definitely had that underwater feeling lately so i was relieved to take part in a lenten service at church today one designed to clear the head of transitory concerns,1,definitely underwater feel lately relieve take part lenten service church today one design clear head transitory concern
i do not believe guns are the solution to feeling afraid,4,believe gun solution feel afraid
im sleeping better i still just generally feel exhausted i so hope this feeling passes soon,0,sleep well still generally feel exhausted hope feeling pass soon
i closed her eyes in anger and feeling disgusted by this touch,3,close eye anger feel disgusted touch
i need to really appreciate not wearing a coat and feeling the hot sun and going to the pool and eating ice cream,2,need really appreciate wear coat feel hot sun go pool eat ice cream
i also chat when i feel frustrated with guys but now i think about my future husband,3,also chat feel frustrated guy think future husband
i suppose i m feeling a little sarcastic about today s holiday,3,suppose feel little sarcastic today holiday
im already feeling less agitated,3,already feel less agitated
i feel dirty and don t know why,0,feel dirty know
i feel it was perfect as a jumping off point for what is to come,1,feel perfect jump point come
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,0,feel bit melancholy reason go post hopefully discovery old thought goal help align focus bit
i feel quite surprised that i have a fairly significant amount of blog readers,5,feel quite surprised fairly significant amount blog reader
i just feel like being selfish and really live my life,3,feel like selfish really live life
i feel a little sentimental about because i distinctly remember as a child celebrating my parents th birthdays and they seemed so,0,feel little sentimental distinctly remember child celebrate parent th birthday seem
i feel even if he killed himself it was because he was agonized to that extent,0,feel even kill agonize extent
im going at it with so much gusto i feel aching in my body already,0,go much gusto feel ache body already
i was happy with the progress but i was also beginning to feel a little hopeless,0,happy progress also begin feel little hopeless
i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,0,feel physically sort ache kind expect response not know would say get good idea
i feel so blessed to be experiencing this season of my life as a new mother,2,feel blessed experience season life new mother
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,0,remember feel helpless mother less hour already fail daughter
i wont feel resentful or smothered or annoyed,3,will not feel resentful smothered annoyed
i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,1,well feel relieved talk clear cobwebs psychopathology affect life work within overcome least manage
i am feeling more in control more comfortable adjusting to all terrain and more able to push myself each run,1,feel control comfortable adjust terrain able push run
i feel like i missed my calling id be a damn good special ed teacher,0,feel like miss calling damn good special ed teacher
i also like to try to answer the tough questions people have so feel free to post some,1,also like try answer tough question people feel free post
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,2,feel longing way thing use make ride bit emotional roller coaster
i will try to tackle issues such as the bills that make their way through congress as well as those that i feel should be on the table for issues to be resolved,1,try tackle issue bill make way congress well feel table issue resolve
im feeling rather hostile over the whole hostel situation,3,feel rather hostile whole hostel situation
i feel like one of those devoted fans who follows their favorite band while they are on tour only years late,2,feel like one devoted fan follow favorite band tour year late
i try my best to be stoic i try to keep myself from feeling any emotions by being carefree and far from serious,1,try good stoic try keep feel emotion carefree far serious
i am feeling a little more confident i haven t totally lost my mojo but time is running out,1,feel little confident totally lose mojo time run
i hope to use this blog site to put my feelings into words and let myself look back and see how determined i am this beautiful morning to be healthier,1,hope use blog site put feeling word let look back see determined beautiful morning healthy
im feeling awfully overwhelmed by everything right now the demands from mother the needs of my family trying to shield my dear husband from as much as possible the list goes on and on,5,feel awfully overwhelmed everything right demand mother need family try shield dear husband much possible list go
i do eat rawly goodness i feel radiant,1,eat rawly goodness feel radiant
i do at times feel complacent with my life as is,1,time feel complacent life
ive been thinking about it because recently theres been times ive been overwhelmed with gratitude to the point of tears and other times im thinking about it because im im feeling so incredibly ungrateful maybe also to the point of tears and wondering why,0,think recently time overwhelm gratitude point tear time think feel incredibly ungrateful maybe also point tear wonder
im feeling really festive now tree is up amp decorated apart from the fairy shes still in the loft will have to go and find her tomorrow,1,feel really festive tree amp decorate apart fairy still loft go find tomorrow
i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,4,recent french open claret jug feel somewhat reluctant get close claret jug france feel afterwards want able till hopefully win open get bond next twelve month
i feel very confident that its a good one,1,feel confident good one
i feel amazing doctor,5,feel amazing doctor
i feel ecstatic when youre with me mr mrs lightning rod,1,feel ecstatic mr mrs lightning rod
i would love to go into this for two reasons i care about how people feel and im a very sweet person so i think id be good at it and helping them get through it,1,would love go two reason care people feel sweet person think good help get
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,4,talk elder ditlevsen day plan college thing guy way excited get back tell remember feel little nervous parent
i feel proud to be queer performing at lovebox,1,feel proud queer perform lovebox
a girl entered in the division where i work and greeted everybody but not me,3,girl enter division work greet everybody
i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order,4,try hold tongue try see point view inside feel agitated irritable pressure please seem get self order
im in a strange situation or feeling awkward i sometimes switch into comedian mode a bit of a defence mechanism from my self conscious school days and turned some of the sessions into katrinas minute stand up routine,0,strange situation feel awkward sometimes switch comedian mode bit defence mechanism self conscious school day turn session katrinas minute stand routine
a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,3,certain friend try push seat violent way apparent reason may excited something
i was worried that it would be awkward and i would feel lonely,0,worried would awkward would feel lonely
i feel like i ve given him half the responsibility of caring for my kids,2,feel like give half responsibility care kid
i feel passionate about and feeling so utterly completely free,1,feel passionate feel utterly completely free
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,3,hurt feeling refuse listen spiteful hurtful sniping other
i cleared my head and have come back feeling determined to further myself in my career,1,clear head come back feeling determined career
i feel very irritated and annoyed today,3,feel irritated annoyed today
i am a bit too impractical in thoughts as i feel that makes life less doubtful,4,bit impractical thought feel make life less doubtful
i recently learned that there is a very slight difference between empathetic and sympathetic in definition empathetic being able to actually feel the emotion and sympathetic being the ability to understand the emotion and i realized that there is also a fine line between the two in writing,2,recently learn slight difference empathetic sympathetic definition empathetic able actually feel emotion sympathetic ability understand emotion realize also fine line two write
i feel so disturbed i have been having difficulties sleeping,0,feel disturbed difficulty sleep
i should feel all weepy,0,feel weepy
i am feeling more generous though i see it for what it is someone who doesn t know what we are going through from the insdie and is desperate to be helpful in some measure,2,feel generous though see someone know go insdie desperate helpful measure
i often feel overwhelmed with all of the office and administration work required of the teacher,4,often feel overwhelmed office administration work require teacher
ive eaten today well ill give you the highlights i feel like focusing on the negatives like that unpleasant green curry from thai club,0,eat today well ill give highlight feel like focus negative like unpleasant green curry thai club
im heartbroken about in love with the world but i think maybe im feeling heartbroken so acutely is it came to me today that every time ive been asked to stay somewhere in the past years or so ive left,0,heartbroken love world think maybe feel heartbroken acutely come today every time ask stay somewhere past year leave
i wrong to feel so aggravated,3,wrong feel aggravate
i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,0,feel like fake lighting take away immerse story
i feel so rude i thought as i dialed my house,3,feel rude think dial house
i feel ridiculously glamourous in it i never want to take it off i may become a recluse just so that i can wear this dressing gown all day swan about,1,feel ridiculously glamourous never want take may become recluse wear dressing gown day swan
i feel im getting less and less vigorous,1,feel get less less vigorous
im feeling discontent with my sex life i feel like crying like venting about it,0,feel discontent sex life feel like cry like vent
i finally get it right i feel happily smug and relieved that a piece of work is done,1,finally get right feel happily smug relieve piece work do
i didnt feel if i was having a shitty day i wouldnt usually come right out and say i was having a shitty day,0,not feel shitty day would not usually come right say shitty day
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,3,probably lazy lounge around house possibly go pool depend feel bother last day go back work yeah
i cant help but feel excited for the part where i get to hang out with him and we can start to talk like friends talk and watch each other live our separate lives,1,can not help feel excited part get hang start talk like friend talk watch live separate life
i feel empty and lonely i want to cry but i cant i want to scream and im afraid to,0,feel empty lonely want cry can not want scream afraid
i won t say that i didn t feel any fear because i did but i was surprised at how calm i was,5,say feel fear surprised calm
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,3,would guilty conscience would feel like heartless bitch
during the weekend at home,3,weekend home
i didnt really feel an appetite for noodles i chose a bowl of rice with sweet potatoe tempura amp miso soup was included,1,not really feel appetite noodle choose bowl rice sweet potatoe tempura amp miso soup include
i feel like being friendly is a chore but without people around me i feel lonely,1,feel like friendly chore without people around feel lonely
im feeling fairly miserable about this,0,feel fairly miserable
i feel low or exhausted i either watch this movie or listen to this poetry,0,feel low exhausted either watch movie listen poetry
i was so scared it wasnt even funny it just made me feel more pathetic and stupid,0,scared not even funny make feel pathetic stupid
im ready to start my shots again that two and a half weeks off just flies and im feeling miserable about it the thought that these peeps will be helping me through it makes it a bearable experience to the point where when this whole thing is done and dusted i will actually miss them all,0,ready start shot two half week fly feel miserable thought peep help make bearable experience point whole thing do dust actually miss
i feel complacent if i were to choose the secure path probably not i think id find adventure in anything,1,feel complacent choose secure path probably think find adventure anything
i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,3,give probably degree might see much feel take advantage wrong sense absolutely problem shut walk away
i feel embarrassed looking at wedding dresses,0,feel embarrassed look wedding dress
i feel like there has been way too much products on the blog lately and i miss the amazing home,1,feel like way much product blog lately miss amazing home
i consistently ask myself especially when i am feeling low or having doubts about my future,0,consistently ask especially feel low doubt future
im reading through the online world of blogs i start feeling pretty dumb,0,read online world blog start feel pretty dumb
i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,4,go gym many time last spring kind get use feel neurotic neurotic feeling kind go away
i cant really explain the feeling i get inside when someone is mad at me,3,can not really explain feeling get inside someone mad
i dont think that happens a lot so i feel insanely cranky when i couldnt get an ear immediately,3,not think happen lot feel insanely cranky could not get ear immediately
i live in philadelphia pa and i m pretty sure if he said you were just under and drove you home he was feeling sympathetic and if he was going to ticket you he would have right then and there,2,live philadelphia pa pretty sure say drive home feel sympathetic go ticket would right
i cant be bothered as coming and doing is a pleasant pass time followed by cascades of positive feelings unless you are sexualy troubled,0,can not bother come pleasant pass time follow cascade positive feeling unless sexualy troubled
